conversation_id,user_id,session_id,timestamp,channel,language,device,user_type,conversation_turn,previous_utterance,utterance,extracted_entities,intent,topic_category,sentiment,urgency,bot_response,previous_bot_response,suggested_action,is_escalated,escalation_priority,confidence_score,response_time_ms
conv_1242,user_1565,sess_5920,2025-10-08T12:25:16.465809,email,en,desktop,returning,2,payment wont go through,drop off package,{},shipping_info,order_management,negative,medium,I'm sorry you're having trouble with shipping. Let me look into the details of your delivery right away.,No worries! Billing issues can sometimes happen. I'll review your account and get it sorted.,fetch_shipping_rates,no,P3,0.7350597676891735,532
conv_1349,user_2333,sess_5922,2025-08-17T12:25:16.469182,chat,en,tablet,returning,1,,i am at my wits end,{},human_agent,escalation,positive,medium,Sure! Let me transfer you to one of our support specialists. Your wait time is approximately 2–3 minutes.,,transfer_to_live_agent,yes,P2,0.8379500242066213,1576
conv_1497,user_3397,sess_5922,2026-04-27T15:50:30.118758,web,en,desktop,returning,2,i am at my wits end,ORD-264288 arrived damaged need refund,"{""order_id"": ""ORD-264288"", ""action"": ""refund""}",return_refund,order_management,negative,high,That's really not the experience we want you to have. Let me get your refund sorted out right away.,Sure! Let me transfer you to one of our support specialists. Your wait time is approximately 2–3 minutes.,initiate_return_flow,yes,P1,0.75,1333
conv_1370,user_8239,sess_5927,2025-06-05T12:25:16.469938,email,en,tablet,returning,1,,i want a real human not a bot,{},human_agent,escalation,positive,medium,Absolutely! I'll get a human agent on the line for you now. Thank you for your patience.,,transfer_to_live_agent,yes,P2,0.96189354151793,1841
conv_1220,user_9151,sess_5930,2025-07-27T12:25:16.465114,email,en,desktop,new,1,,rural delivery,{},shipping_info,order_management,neutral,medium,We ship via several carriers. Delivery times depend on your location. Would you like to enter your postcode for an estimate?,,fetch_shipping_rates,no,P3,0.7627441253730423,1149
conv_693,user_1587,sess_5931,2025-07-17T12:25:16.447432,email,en,mobile,new,1,,appointment join link,{},appointment_booking,scheduling,neutral,low,I'll check the schedule. Could you confirm the service you need and your preferred appointment time?,,check_availability_calendar,no,P4,0.9842461315260934,515
conv_1424,user_1236,sess_5938,2025-05-26T12:25:16.471742,email,en,mobile,returning,1,,what is the meaning of life,{},out_of_scope,out_of_scope,negative,medium,I'm sorry I wasn't able to help with that. I want to make sure you get the right support — could you tell me more?,,request_clarification,no,P3,0.9966720250771666,1428
conv_1335,user_5266,sess_5948,2026-04-17T12:25:16.468739,web,en,tablet,new,1,,complaint department,{},human_agent,escalation,negative,medium,I'm so sorry for the difficulty. I'm escalating this to a live agent right now who will handle your case urgently.,,transfer_to_live_agent,yes,P2,0.9455839540419174,1131
conv_82,user_4001,sess_5963,2025-09-05T12:25:16.426565,chat,en,mobile,new,1,,order split into multiple shipments,{},order_status,order_management,positive,high,Great news — your order has been dispatched and is on its way! You should receive it soon.,,lookup_order_by_id,no,P4,0.9522935952374636,1506
conv_513,user_7215,sess_5965,2026-01-18T12:25:16.441146,mobile_app,en,tablet,new,1,,cant get into my account,{},account_help,account,positive,low,Sure! I can help you with your account. What would you like to update or access?,,authenticate_and_load_account,no,P4,0.9680712381584304,1492
conv_1321,user_1081,sess_5985,2025-11-22T12:25:16.468297,chat,en,mobile,returning,1,,can i call you,{},human_agent,escalation,positive,low,Sure! Let me transfer you to one of our support specialists. Your wait time is approximately 2–3 minutes.,,transfer_to_live_agent,yes,P2,0.8653140884369903,1958
conv_236,user_8155,sess_5991,2025-05-26T12:25:16.431973,mobile_app,en,mobile,returning,1,,stop shipment now,{},cancellation,order_management,negative,medium,I'm sorry you'd like to cancel. I'll do my best to process this quickly for you — please share your order number.,,check_cancellation_eligibility,no,P3,0.8269922729317736,1408
conv_602,user_4675,sess_5991,2026-01-21T12:25:16.444408,chat,en,tablet,returning,2,stop shipment now,make reservation,{},appointment_booking,scheduling,positive,low,Sure! We have slots available this week. Would morning or afternoon work better for you?,I'm sorry you'd like to cancel. I'll do my best to process this quickly for you — please share your order number.,check_availability_calendar,no,P4,0.9759984492807676,1006
conv_1463,user_4923,sess_5996,2025-12-14T12:25:16.472995,web,en,desktop,returning,1,,how to negotiate salary,{},out_of_scope,out_of_scope,positive,medium,"I appreciate the question! I'm not able to help with that specifically, but if you have any account or order queries I'm all yours.",,request_clarification,no,P3,0.942266737202578,1261
conv_635,user_4482,sess_6002,2026-01-02T12:25:16.445525,mobile_app,en,tablet,new,1,,late cancellation fee,{"action": "cancel"},appointment_booking,scheduling,positive,high,Great! I'd be happy to book an appointment for you. What date and time works best for you?,,check_availability_calendar,no,P4,0.8364229555460503,1862
conv_1334,user_5978,sess_6009,2026-03-21T12:25:16.468708,mobile_app,en,mobile,returning,1,,speak to someone about a complaint,{},human_agent,escalation,positive,high,Sure! Let me transfer you to one of our support specialists. Your wait time is approximately 2–3 minutes.,,transfer_to_live_agent,yes,P1,0.7301149011535201,1737
conv_681,user_5601,sess_6012,2025-08-14T12:25:16.447047,mobile_app,en,tablet,new,1,,accessibility needs,{},appointment_booking,scheduling,negative,high,I apologize for the inconvenience. I'll ensure we get you booked in as soon as possible.,,check_availability_calendar,yes,P1,0.9730169756049384,504
conv_1377,user_9683,sess_6041,2025-07-08T12:25:16.470170,web,en,desktop,new,1,,say something funny,{},out_of_scope,out_of_scope,neutral,high,"I don't have the information needed to answer that. Could you clarify, or is there something else I can help with?",,request_clarification,no,P4,0.7674696005731431,577
conv_1476,user_1248,sess_6046,2026-04-27T15:50:30.118606,chat,en,desktop,returning,1,,where is order ORD-811247,{"order_id": "ORD-811247"},order_status,order_management,positive,low,Great news — your order has been dispatched and is on its way! You should receive it soon.,,lookup_order_by_id,no,P4,0.78,796
conv_746,user_2145,sess_6058,2026-01-24T12:25:16.449125,mobile_app,en,mobile,new,1,,custom order,{},product_inquiry,product,negative,low,That's not the experience we want. Let me personally walk you through the product details you need.,,fetch_product_details,no,P4,0.899284127404194,1220
conv_625,user_5191,sess_6071,2025-12-02T12:25:16.445187,chat,en,tablet,returning,1,,in person appointment,{},appointment_booking,scheduling,negative,high,I'm sorry for any difficulty booking. Let me take care of this for you — what time and date would you prefer?,,check_availability_calendar,yes,P1,0.9309961827587784,713
conv_449,user_5435,sess_6078,2026-03-13T12:25:16.439094,web,en,tablet,new,1,,website display issue,{},technical_support,technical,negative,high,I'm really sorry you're experiencing this technical issue. Let me escalate this to our technical team right away.,,run_diagnostic_check,yes,P1,0.7872300579009252,1482
conv_565,user_2710,sess_6089,2025-06-10T12:25:16.442800,mobile_app,en,tablet,new,1,,authenticator app not working,{},account_help,account,neutral,medium,Let me verify your identity first. Could you please confirm the email address associated with your account?,,authenticate_and_load_account,no,P3,0.7219191365223433,840
conv_1383,user_6729,sess_6097,2026-02-13T12:25:16.470377,chat,en,mobile,returning,1,,todays date,{},out_of_scope,out_of_scope,neutral,high,"I'm not sure I can help with that specific request. I'm best equipped to assist with orders, accounts, and product queries.",,request_clarification,no,P4,0.7937867611823954,725
conv_1009,user_4324,sess_6098,2025-06-06T12:25:16.457518,email,en,mobile,new,1,,is this the support chat,{},greeting,conversation_flow,negative,low,Hi there. I can tell something isn't right — let me do my best to resolve things for you today.,,present_main_menu,no,P4,0.9890001354532708,741
conv_1163,user_5611,sess_6100,2025-08-17T12:25:16.463286,chat,en,tablet,returning,1,,five star service thank you,{},thanks,conversation_flow,neutral,medium,No problem at all! Feel free to ask if you need anything else.,,check_if_resolved,no,P3,0.9433571521467076,1855
conv_518,user_6227,sess_6104,2025-06-08T12:25:16.441304,chat,en,mobile,returning,1,,enable two factor authentication ACC-347346,{},account_help,account,positive,medium,"Happy to assist! Are you looking to reset your password, update your details, or something else?",,authenticate_and_load_account,no,P3,0.888531793989003,1595
conv_303,user_8220,sess_6105,2025-09-26T12:25:16.434164,web,en,mobile,returning,1,,incorrect invoice,{},billing_issue,billing_and_payments,neutral,high,"I can investigate your billing concern. Could you provide more details about the issue — for example, the charge amount or date?",,review_billing_account,no,P4,0.7956857475382696,1495
conv_414,user_5718,sess_6112,2025-07-12T12:25:16.437968,web,en,tablet,new,1,,mobile app issue,{},technical_support,technical,positive,medium,Happy to help troubleshoot. Could you let me know what device and version you're using?,,run_diagnostic_check,no,P3,0.820771090801055,756
conv_3,user_2865,sess_6115,2026-03-22T12:25:16.423498,mobile_app,en,tablet,new,1,,when will my order arrive ORD-383087,{"order_id": "ORD-383087"},order_status,order_management,negative,medium,I understand how frustrating this must be. I'm reviewing your order now and will make sure it's prioritized.,,lookup_order_by_id,no,P3,0.7717864344486253,1431
conv_994,user_3982,sess_6117,2025-05-29T12:25:16.457024,chat,en,desktop,new,1,,quick question,{},greeting,conversation_flow,positive,medium,Hello! Welcome! It's great to have you here. How can I assist you today?,,present_main_menu,no,P3,0.8795225951132645,1378
conv_114,user_4944,sess_6117,2025-06-08T12:25:16.427824,email,en,desktop,new,2,quick question,order ORD-818231 can i get my money back,"{""order_id"": ""ORD-818231"", ""action"": ""refund""}",return_refund,order_management,neutral,medium,I've noted your return request. Please confirm the items and reason and I'll initiate the process for you.,Hello! Welcome! It's great to have you here. How can I assist you today?,initiate_return_flow,no,P3,0.8285838478374772,815
conv_910,user_4744,sess_6124,2025-06-29T12:25:16.454314,web,en,tablet,new,1,,website feedback,{},feedback,feedback_and_general,positive,medium,Thank you so much for the positive feedback! We're thrilled to hear you're happy with the experience.,,log_feedback_ticket,no,P3,0.7079399458706673,1239
conv_492,user_9260,sess_6124,2026-04-14T12:25:16.440462,chat,en,tablet,new,2,website feedback,change password,{},account_help,account,positive,medium,"Happy to assist! Are you looking to reset your password, update your details, or something else?",Thank you so much for the positive feedback! We're thrilled to hear you're happy with the experience.,authenticate_and_load_account,no,P3,0.8909441710315296,1122
conv_670,user_6913,sess_6125,2026-04-09T12:25:16.446701,email,en,tablet,new,1,,how much does an appointment cost,{},appointment_booking,scheduling,negative,high,I understand your frustration. Let me personally arrange this appointment for you right now.,,check_availability_calendar,yes,P1,0.7043882323661106,901
conv_120,user_2301,sess_6141,2026-02-13T12:25:16.428040,email,en,tablet,new,1,,is it too late to return,{"action": "refund"},return_refund,order_management,neutral,low,Our return window is 30 days from delivery. I'll need your order number to look up the details.,,initiate_return_flow,no,P4,0.7890486723295809,1840
conv_838,user_5897,sess_6142,2025-10-19T12:25:16.452026,web,en,mobile,new,1,,testimonial,{},feedback,feedback_and_general,neutral,medium,Thank you for your feedback. We take all comments seriously and will use this to enhance our service.,,log_feedback_ticket,no,P3,0.8250872531956448,1647
